xenbase_gene_id,S20_C_5,S20_C_6,S20_C_A,S20_F_5,S20_F_6,S20_F_A
XB-GENE-1013019,569,248,405,292,458,413
XB-GENE-1013030,105,51,101,74,84,159
XB-GENE-1013047,35,42,77,52,58,74
XB-GENE-1013062,124,64,87,92,75,98
XB-GENE-1013093,102,51,64,61,61,131
XB-GENE-1013117,34,31,33,23,42,49
XB-GENE-1013126,41,23,34,19,39,49
XB-GENE-1013143,210,115,197,140,182,293
XB-GENE-1013183,101,28,33,50,47,79
XB-GENE-1013217,2,3,4,1,4,16
XB-GENE-1013231,287,121,153,191,204,342
XB-GENE-1013241,112,43,74,67,63,118
XB-GENE-1013251,179,58,98,116,93,178
XB-GENE-1013261,364,124,189,182,203,219
XB-GENE-1013286,712,321,387,492,489,702
XB-GENE-1013298,3,0,1,0,0,1
XB-GENE-1013309,1058,501,573,608,635,986
XB-GENE-1013319,22,22,24,25,12,32
XB-GENE-1013335,1321,667,738,819,872,1013
XB-GENE-1013390,122,74,119,88,89,212
XB-GENE-1013403,133,84,81,75,85,132
XB-GENE-1013443,177,73,91,126,99,196
XB-GENE-1013486,290,115,224,166,214,337
XB-GENE-1013503,395,200,210,253,297,292
XB-GENE-1013562,12,4,5,3,8,21
XB-GENE-1013602,390,94,136,163,117,206
XB-GENE-1013624,148,85,111,111,133,166
XB-GENE-1013633,45,15,24,30,22,42
XB-GENE-1013645,16,9,10,7,11,18
XB-GENE-1013668,41,6,25,21,25,52
XB-GENE-1013685,54,17,22,19,24,42
XB-GENE-1013699,18,8,10,12,11,16
XB-GENE-1013709,113,53,67,82,97,147
XB-GENE-1013734,4,4,7,2,15,8
XB-GENE-1013754,212,80,100,103,77,161
XB-GENE-1013769,9,3,5,4,9,8
XB-GENE-1013805,65,31,33,36,58,46
XB-GENE-1013816,194,69,111,139,73,128
XB-GENE-1013825,120,71,58,50,112,138
XB-GENE-1013834,17,6,9,3,16,13
XB-GENE-1013949,2,4,4,3,5,15
XB-GENE-1013959,0,0,1,0,0,1
XB-GENE-1014000,86,44,77,61,54,118
XB-GENE-1014011,263,137,119,179,200,208
XB-GENE-1014019,360,152,264,297,206,424
XB-GENE-1014024,0,1,0,1,0,0
XB-GENE-1014034,3,2,1,0,1,3
XB-GENE-1014049,83,30,38,36,43,68
XB-GENE-1014058,70,107,62,122,154,132
XB-GENE-1014081,674,306,229,417,434,538
XB-GENE-1014093,345,121,242,276,254,479
XB-GENE-1014118,27,11,14,26,28,45
XB-GENE-1014142,536,265,404,258,488,403
XB-GENE-1014149,564,252,225,413,374,439
XB-GENE-1014165,116,75,61,77,89,54
XB-GENE-1014175,383,199,280,342,284,352
XB-GENE-1014194,0,0,2,0,1,1
XB-GENE-1014207,182,77,84,71,133,146
XB-GENE-1014221,1586,698,1107,1119,952,1408
XB-GENE-1014316,163,65,91,112,127,181
XB-GENE-1014327,127,62,93,82,92,135
XB-GENE-1014349,3,2,2,1,0,5
XB-GENE-1014358,59,57,150,46,98,149
XB-GENE-1014380,1198,772,1327,956,1006,1864
XB-GENE-1014393,70,20,39,31,27,36
XB-GENE-1014407,1331,769,817,840,1115,1292
XB-GENE-1014421,306,144,172,187,261,286
XB-GENE-1014433,53,32,38,33,57,59
XB-GENE-1014454,128,44,93,97,93,177
XB-GENE-1014494,51,24,48,35,41,69
XB-GENE-1014508,249,101,114,193,250,317
XB-GENE-1014522,301,166,197,195,215,279
XB-GENE-1014536,67,28,45,29,34,78
XB-GENE-1014547,18,17,27,13,18,46
XB-GENE-1014560,462,155,206,273,226,307
XB-GENE-1014573,71,32,64,55,84,113
XB-GENE-1014607,304,162,359,202,265,441
XB-GENE-1014622,22,5,7,15,17,41
XB-GENE-1014645,840,417,514,470,769,911
XB-GENE-1014662,940,309,425,703,709,1001
XB-GENE-1014673,322,207,293,228,316,427
XB-GENE-1014718,222,68,162,164,176,279
XB-GENE-1014730,607,307,501,401,467,737
XB-GENE-1014741,2,1,1,0,0,0
XB-GENE-1014768,5,3,3,3,0,8
XB-GENE-1014781,296,159,157,164,169,212
XB-GENE-1014791,97,47,61,75,65,112
XB-GENE-1014805,1,2,5,2,6,9
XB-GENE-1014818,365,143,219,205,204,313
XB-GENE-1014830,147,62,91,108,95,139
XB-GENE-1014842,848,385,578,454,729,655
XB-GENE-1014852,53,17,21,31,21,38
XB-GENE-1014884,71,31,76,32,41,73
XB-GENE-1014892,231,85,150,141,171,304
XB-GENE-1014915,486,257,342,271,325,471
XB-GENE-1014925,95,54,52,63,88,142
XB-GENE-1014939,63,18,23,40,33,50
XB-GENE-1014951,389,208,341,219,345,510
XB-GENE-1014965,325,126,162,193,196,380
XB-GENE-1014980,72,33,70,39,79,74
XB-GENE-1015032,32,12,28,25,21,56
XB-GENE-1015043,632,224,469,322,429,480
XB-GENE-1015062,61,43,72,44,70,121
XB-GENE-1015074,65,28,38,36,47,88
XB-GENE-1015108,859,327,353,454,417,639
XB-GENE-1015120,1312,487,720,738,711,1076
XB-GENE-1015131,57,25,83,32,34,75
XB-GENE-1015173,279,128,157,160,168,219
XB-GENE-1015186,210,100,108,153,152,184
XB-GENE-1015203,100,38,38,63,53,61
XB-GENE-1015236,1451,922,1128,973,1023,1555
XB-GENE-1015264,414,181,282,301,388,537
XB-GENE-1015278,19565,7756,7575,10201,9991,11431
XB-GENE-1015296,204,128,119,135,152,163
XB-GENE-1015309,845,387,493,594,735,779
XB-GENE-1015323,233,90,97,148,134,196
XB-GENE-1015351,93,44,75,60,73,129
XB-GENE-1015374,200,97,132,120,140,241
XB-GENE-1015396,65,17,59,38,73,150
XB-GENE-1015459,117,66,94,95,111,152
XB-GENE-1015477,39,13,6,10,19,17
XB-GENE-1015509,605,552,849,572,750,997
XB-GENE-1015570,890,328,517,608,285,791
XB-GENE-1015586,565,228,300,334,320,506
XB-GENE-1015613,851,413,434,509,433,682
XB-GENE-1015624,80,32,49,40,53,96
XB-GENE-1015636,2,2,10,7,8,15
XB-GENE-1015649,246,166,215,168,268,268
XB-GENE-1015667,30,15,15,23,20,41
XB-GENE-1015683,551,379,442,362,557,570
XB-GENE-1015694,58,30,20,37,41,42
XB-GENE-1015713,172,85,141,82,150,153
XB-GENE-1015735,169,109,139,111,157,229
XB-GENE-1015774,109,103,158,153,195,259
XB-GENE-1015806,13,7,21,9,30,82
XB-GENE-1015829,104,44,99,92,105,213
XB-GENE-1015859,19,11,11,6,16,22
XB-GENE-1015877,472,175,144,326,297,171
XB-GENE-1015887,13,20,14,12,16,15
XB-GENE-1015898,84,53,55,61,75,85
XB-GENE-1015909,46,25,34,22,31,46
XB-GENE-1015951,246,92,130,128,150,221
XB-GENE-1015962,6,5,21,6,3,16
XB-GENE-1015984,0,0,1,0,1,0
XB-GENE-1015996,57,23,38,39,61,80
XB-GENE-1016019,51,19,15,35,21,49
XB-GENE-1016038,1350,536,540,894,707,762
XB-GENE-1016064,184,77,86,164,177,153
XB-GENE-1016078,731,299,248,402,547,450
XB-GENE-1016093,205,123,211,134,193,257
XB-GENE-1016111,185,84,107,154,172,281
XB-GENE-1016124,5,2,3,5,2,9
XB-GENE-1016154,188,86,112,125,139,210
XB-GENE-1016191,131,132,241,129,137,309
XB-GENE-1016206,39,15,12,19,26,25
XB-GENE-1016221,1608,779,1226,1390,1350,2160
XB-GENE-1016244,895,375,494,592,602,750
XB-GENE-1016264,83,51,73,75,95,157
XB-GENE-1016275,76,38,33,49,50,71
XB-GENE-1016297,0,0,0,0,0,0
XB-GENE-1016316,1004,400,533,658,660,870
XB-GENE-1016328,190,91,92,102,126,162
XB-GENE-1016337,14,4,14,9,5,17
XB-GENE-1016356,686,266,269,423,461,421
XB-GENE-1016427,44,10,10,16,32,30
XB-GENE-1016441,18,5,8,6,10,21
XB-GENE-1016454,117,44,50,75,71,104
XB-GENE-1016466,136,58,77,72,86,110
XB-GENE-1016477,65,30,66,68,85,100
XB-GENE-1016488,923,774,893,721,994,1489
XB-GENE-1016602,242,154,169,187,206,276
XB-GENE-1016666,16,4,4,7,7,6
XB-GENE-1016688,272,95,134,243,210,245
XB-GENE-1016723,279,166,301,185,212,339
XB-GENE-1016747,12,5,3,4,6,7
XB-GENE-1016759,649,325,435,546,598,894
XB-GENE-1016805,25,27,32,27,23,54
XB-GENE-1016814,577,422,557,348,754,676
XB-GENE-1016826,4,2,1,2,4,3
XB-GENE-1016854,0,0,5,0,2,7
XB-GENE-1016866,320,155,204,203,210,326
XB-GENE-1016887,475,284,335,311,468,626
XB-GENE-1016904,121,46,103,103,93,215
XB-GENE-1016918,477,177,362,328,283,614
XB-GENE-1017001,150,66,78,95,94,147
XB-GENE-1017012,508,222,316,316,366,523
XB-GENE-1017048,252,82,134,162,164,235
XB-GENE-1017079,68,34,45,61,79,92
XB-GENE-1017087,115,59,51,86,93,105
XB-GENE-1017110,134,54,62,94,64,101
XB-GENE-1017121,89,43,56,41,47,76
XB-GENE-1017133,375,128,193,229,214,330
XB-GENE-1017145,1014,621,658,597,927,825
XB-GENE-1017162,71,62,28,32,43,54
XB-GENE-1017188,789,419,412,522,632,600
XB-GENE-1017241,25,11,13,22,15,29
XB-GENE-1017287,34,11,23,43,49,72
XB-GENE-1017300,152,68,100,81,109,197
XB-GENE-1017318,113,32,38,85,62,55
XB-GENE-1017467,951,420,552,553,570,950
XB-GENE-1017482,1,3,3,1,5,3
XB-GENE-1017506,0,0,0,1,0,2
XB-GENE-1018109,73,45,70,85,145,226
XB-GENE-1018122,524,311,264,337,350,339
XB-GENE-1018140,947,696,903,746,858,1446
XB-GENE-1018151,3,2,6,1,3,7
XB-GENE-1018177,60,35,78,35,55,74
XB-GENE-1018199,284,134,193,197,220,304
XB-GENE-1018219,18716,7213,8428,11130,9741,11659
XB-GENE-1018237,1809,1155,1436,1303,1477,1456
XB-GENE-1018260,0,0,1,12,22,29
XB-GENE-1018276,0,1,0,2,1,14
XB-GENE-1018301,576,310,374,564,557,533
XB-GENE-1018369,25,13,17,16,13,28
XB-GENE-1018401,0,0,0,0,0,0
XB-GENE-1018436,56,37,31,27,31,42
XB-GENE-1018449,131,37,70,62,89,168
XB-GENE-1018458,570,226,283,316,252,641
XB-GENE-1018471,0,0,1,3,0,1
XB-GENE-1018504,273,146,151,186,162,282
XB-GENE-1018521,0,0,0,11,4,39
XB-GENE-1018562,179,59,202,132,147,359
XB-GENE-1018624,397,297,302,282,330,459
XB-GENE-1019578,6413,1692,1620,4257,2835,3653
XB-GENE-1019601,16,5,5,5,9,7
XB-GENE-1019621,40,24,40,24,28,55
XB-GENE-1019634,596,242,218,368,332,593
XB-GENE-1020622,1,0,0,0,3,4
XB-GENE-1020916,343,157,146,250,206,241
XB-GENE-1020935,575,201,302,301,231,534
XB-GENE-1020948,332,146,139,200,204,269
XB-GENE-1020961,27,11,27,19,18,43
XB-GENE-1020972,10,16,13,13,15,23
XB-GENE-1020979,127,44,74,101,102,124
XB-GENE-1020998,153,57,83,84,107,106
XB-GENE-1021446,0,0,0,1,0,0
XB-GENE-1021543,0,0,0,0,0,0
XB-GENE-1021681,350,149,213,189,239,335
XB-GENE-1021710,210,62,113,146,128,204
XB-GENE-1021747,125,76,121,50,123,129
XB-GENE-1021778,465,279,322,292,370,486
XB-GENE-1021791,3350,1344,1422,1664,1820,2388
XB-GENE-1021810,0,0,2,0,2,3
XB-GENE-1022412,1,0,0,0,0,0
XB-GENE-1022612,8,3,18,10,4,23
XB-GENE-1027621,1,1,0,1,4,2
XB-GENE-1027810,0,0,0,6,2,12
XB-GENE-1029878,0,0,0,0,0,0
XB-GENE-1030672,11,8,57,11,8,79
XB-GENE-1031992,266,120,174,168,149,269
XB-GENE-1032013,164,83,132,103,123,222
XB-GENE-1032912,160,136,218,115,163,313
XB-GENE-1032926,84,46,54,37,45,67
XB-GENE-1032945,67,19,28,27,31,65
XB-GENE-1032962,348,117,164,166,179,258
XB-GENE-1032969,3,2,8,8,14,11
XB-GENE-1032983,390,150,127,180,127,183
XB-GENE-1032994,2,4,28,4,9,26
XB-GENE-1033011,726,368,451,559,664,851
XB-GENE-1033019,0,0,0,0,0,1
XB-GENE-1033041,322,106,165,160,172,293
XB-GENE-1033836,1,0,1,3,7,34
XB-GENE-1033863,114,65,69,64,46,150
XB-GENE-1033872,31,18,20,19,39,26
XB-GENE-1034775,2,2,26,0,2,31
XB-GENE-1034888,241,157,205,156,239,309
XB-GENE-1035091,0,0,0,0,0,1
XB-GENE-1035135,213,102,177,121,154,215
XB-GENE-1113190,106,42,51,54,67,75
XB-GENE-11536385,0,2,1,0,1,1
XB-GENE-1188074,1,3,1,2,1,2
XB-GENE-1188127,10,12,14,8,22,76
XB-GENE-1188142,3,0,0,0,0,1
XB-GENE-1188183,12,13,26,18,23,42
XB-GENE-1188192,37,14,18,20,29,32
XB-GENE-1188226,10,5,16,3,9,17
XB-GENE-1188229,582,259,216,395,443,446
XB-GENE-1188255,8,5,6,10,4,13
XB-GENE-1188271,491,254,281,362,408,551
XB-GENE-1188287,85,35,44,47,39,81
XB-GENE-1188294,101,50,59,53,45,80
XB-GENE-1188330,69,35,36,39,38,58
XB-GENE-1188342,497,206,278,296,310,434
XB-GENE-1188361,1359,1002,1318,901,1291,1647
XB-GENE-1188371,203,73,105,127,143,258
XB-GENE-1188424,885,414,525,612,591,1009
XB-GENE-1188432,1063,411,509,699,701,943
XB-GENE-1189632,29,6,18,12,10,31
XB-GENE-1193598,0,0,0,0,0,0
XB-GENE-1193620,28,15,20,12,25,28
XB-GENE-1193652,88,52,60,63,81,106
XB-GENE-1193661,162,63,98,64,101,119
XB-GENE-1193750,149,55,118,122,138,236
XB-GENE-1193823,88,33,30,39,27,49
XB-GENE-1193905,30,19,19,20,25,27
XB-GENE-1193972,175,89,74,143,132,139
XB-GENE-1193996,1740,843,839,1031,991,1044
XB-GENE-1194013,98,36,86,47,82,88
XB-GENE-1194020,147,66,81,88,97,127
XB-GENE-1194114,127,56,84,89,117,188
XB-GENE-1194160,52,32,39,32,38,67
XB-GENE-1194182,227,74,138,92,177,150
XB-GENE-1194377,60,38,32,29,42,59
XB-GENE-1194393,729,381,425,451,520,619
XB-GENE-1194427,1559,829,1143,1047,1191,1829
XB-GENE-1194514,74,35,68,36,40,72
XB-GENE-1214873,0,0,0,1,0,1
XB-GENE-1214880,48,31,48,42,33,76
XB-GENE-1216145,263,105,135,156,148,209
XB-GENE-1216172,152,79,110,82,113,175
XB-GENE-1216193,65,52,63,72,121,214
XB-GENE-1216206,90,37,79,55,67,133
XB-GENE-1217255,293,142,147,171,206,248
XB-GENE-1217270,14,4,6,7,4,8
XB-GENE-1217290,7,5,12,8,4,23
XB-GENE-1217302,0,0,1,0,1,2
XB-GENE-1217323,38,13,10,16,15,24
XB-GENE-1217359,74,42,54,36,45,58
XB-GENE-1217371,354,200,191,179,281,327
XB-GENE-1217387,343,203,279,227,328,488
XB-GENE-1217401,590,340,444,412,531,678
XB-GENE-1217415,393,182,192,204,284,248
XB-GENE-1217444,24,13,12,17,23,34
XB-GENE-1217466,53,41,39,207,291,401
XB-GENE-1217482,700,245,312,378,413,440
XB-GENE-1217490,0,0,0,0,0,0
XB-GENE-1217514,18,6,17,9,12,21
XB-GENE-1217530,0,0,9,8,38,31
XB-GENE-1217537,73,26,47,56,57,114
XB-GENE-1217550,254,132,189,187,229,326
XB-GENE-1217560,1317,624,793,842,1320,1475
XB-GENE-1217575,200,127,185,184,217,305
XB-GENE-1217596,264,146,142,184,175,263
XB-GENE-1217613,28,13,15,25,20,24
XB-GENE-1217667,66,32,34,35,38,46
XB-GENE-1217680,121,149,224,140,147,520
XB-GENE-1217712,87,34,37,45,57,84
XB-GENE-1217936,299,95,241,104,111,302
XB-GENE-1218927,749,432,639,535,566,1098
XB-GENE-1218945,1056,441,331,614,694,620
XB-GENE-1218962,241,68,81,132,103,95
XB-GENE-1218973,63,17,24,40,31,87
XB-GENE-1218993,2543,1761,1258,1341,2238,1386
XB-GENE-1219015,187,90,96,113,139,174
XB-GENE-1219036,56,42,50,38,53,72
XB-GENE-1219054,32,12,15,11,16,27
XB-GENE-1219059,105,35,71,48,52,104
XB-GENE-1219070,311,132,176,148,182,213
XB-GENE-1219082,130,58,73,65,82,125
XB-GENE-1219106,129,74,109,70,118,152
XB-GENE-1219119,0,1,56,2,3,144
XB-GENE-1219139,334,151,161,211,230,231
XB-GENE-1219153,187,75,98,137,205,299
XB-GENE-1219165,0,0,1,0,0,0
XB-GENE-1219313,130,32,25,61,63,79
XB-GENE-1219328,61754,31228,40820,37792,40054,49172
XB-GENE-1221139,24,10,21,19,19,40
XB-GENE-1221165,529,290,494,287,538,540
XB-GENE-1221175,1243,667,826,557,1118,941
XB-GENE-1221188,124,59,124,67,135,116
XB-GENE-1221204,45,17,38,28,35,55
XB-GENE-1221326,308,104,75,168,123,125
XB-GENE-12441431,1,0,1,0,1,0
XB-GENE-12450675,0,0,0,0,0,0
XB-GENE-12563959,1201,532,750,778,855,1232
XB-GENE-12565220,35,7,30,28,14,26
XB-GENE-13579806,0,0,1,0,0,1
XB-GENE-17329846,7,5,2,7,6,10
XB-GENE-17329864,59,29,27,23,42,57
XB-GENE-17329942,0,0,0,0,0,4
XB-GENE-17329953,82,36,37,44,47,69
XB-GENE-17329963,74,46,55,49,64,104
XB-GENE-17329970,262,159,213,182,242,420
XB-GENE-17329979,110,44,78,72,81,72
XB-GENE-17329990,5,2,3,0,6,10
XB-GENE-17329997,207,85,104,129,116,178
XB-GENE-17330001,21,13,46,11,24,41
XB-GENE-17330002,246,120,80,168,207,166
XB-GENE-17330010,22,9,19,9,12,27
XB-GENE-17330026,0,0,0,0,0,1
XB-GENE-17330098,91,53,124,62,118,139
XB-GENE-17330100,167,85,124,115,124,183
XB-GENE-17330101,26,19,18,12,16,24
XB-GENE-17330102,262,110,155,151,133,244
XB-GENE-17330103,79,47,72,36,72,96
XB-GENE-17330114,33,10,27,16,35,45
XB-GENE-17330117,0,0,0,1,1,2
XB-GENE-17330129,631,283,407,300,483,676
XB-GENE-17330152,608,287,324,367,383,472
XB-GENE-17330155,51,43,51,49,55,50
XB-GENE-17330164,14,2,6,7,9,12
XB-GENE-17330181,0,0,0,0,1,0
XB-GENE-17330182,1555,628,999,1332,1190,1864
XB-GENE-17330188,1,0,0,0,0,0
XB-GENE-17330195,104,59,76,68,93,140
XB-GENE-17330213,53900,39723,30969,38777,49913,37179
XB-GENE-17330218,60,43,52,48,50,95
XB-GENE-17330230,58,29,45,29,43,46
XB-GENE-17330240,216,76,120,88,130,192
XB-GENE-17330242,133,78,100,93,109,117
XB-GENE-17330248,100,26,26,56,60,68
XB-GENE-17330258,0,0,0,0,0,1
XB-GENE-17330260,172,101,107,133,143,188
XB-GENE-17330265,644,429,639,444,470,734
XB-GENE-17330280,5258,2261,2073,3509,3562,4359
XB-GENE-17330282,159,90,89,87,108,173
XB-GENE-17330297,319,219,736,252,577,740
XB-GENE-17330308,103,52,72,74,72,119
XB-GENE-17330319,501,269,628,376,492,877
XB-GENE-17330320,143,77,74,83,105,161
XB-GENE-17330332,59,26,26,39,47,68
XB-GENE-17330337,780,478,547,550,673,834
XB-GENE-17330339,1,0,0,2,1,0
XB-GENE-17330366,63,44,43,37,76,127
XB-GENE-17330367,331,440,801,328,318,750
XB-GENE-17330372,424,191,183,259,267,369
XB-GENE-17330398,141,79,105,82,86,144
XB-GENE-17330404,1519,953,1005,851,1241,1331
XB-GENE-17330407,214,100,152,152,162,173
XB-GENE-17330431,0,0,0,0,0,0
XB-GENE-17330433,0,0,0,1,0,0
XB-GENE-17330463,119,47,60,88,84,120
XB-GENE-17330483,181179,58059,94228,101544,79331,120149
XB-GENE-17330489,1206,532,589,716,797,1044
XB-GENE-17330499,203,97,136,156,143,196
XB-GENE-17330507,20,10,14,11,18,25
XB-GENE-17330517,102,53,69,67,54,106
XB-GENE-17330524,0,0,0,0,0,0
XB-GENE-17330534,0,0,1,0,0,0
XB-GENE-17330542,78,54,33,57,51,46
XB-GENE-17330548,300,210,553,225,401,599
XB-GENE-17330551,0,1,0,0,1,0
XB-GENE-17330554,1998,1005,1495,1232,1637,2663
XB-GENE-17330562,3596,2188,2205,2436,3372,3251
XB-GENE-17330565,2299,1201,1252,1466,1844,1891
XB-GENE-17330573,48,29,54,16,29,67
XB-GENE-17330585,0,0,0,0,0,0
XB-GENE-17330597,99,75,78,78,114,144
XB-GENE-17330606,795,401,543,523,631,741
XB-GENE-17330623,221,112,159,159,170,227
XB-GENE-17330626,146,70,84,104,95,118
XB-GENE-17330650,415,321,369,270,222,627
XB-GENE-17330653,224,102,164,150,190,258
XB-GENE-17330656,849,347,437,439,303,498
XB-GENE-17330664,18,5,10,10,5,24
XB-GENE-17330673,269,122,120,154,204,200
XB-GENE-17330674,17,9,12,8,16,18
XB-GENE-17330676,402,283,342,456,398,496
XB-GENE-17330678,245,110,137,183,179,297
XB-GENE-17330683,47667,20972,29559,36184,35500,60881
XB-GENE-17330696,227,139,179,174,191,280
XB-GENE-17330697,1001,501,549,742,886,1091
XB-GENE-17330728,35,21,21,20,24,40
XB-GENE-17330737,94,63,77,48,123,147
XB-GENE-17330762,1851,1024,972,1207,1329,1172
XB-GENE-17330768,72,47,56,63,70,83
XB-GENE-17330777,438,219,273,119,334,300
XB-GENE-17330788,166,65,82,102,134,158
XB-GENE-17330832,1782,914,1086,936,1208,1352
XB-GENE-17330834,144,72,69,71,82,125
XB-GENE-17330846,801,441,533,484,641,891
XB-GENE-17330847,61,31,30,36,63,56
XB-GENE-17330871,25,13,31,19,34,49
XB-GENE-17330875,156,68,108,88,98,170
XB-GENE-17330891,1553,795,1043,1056,1219,1667
XB-GENE-17330892,954,451,595,511,557,707
XB-GENE-17330896,0,0,0,0,0,0
XB-GENE-17330905,80,38,45,49,55,68
XB-GENE-17330911,15,10,7,7,12,24
XB-GENE-17330923,24,3,7,8,7,11
XB-GENE-17330937,133,84,114,102,120,196
XB-GENE-17330953,3,2,3,1,4,12
XB-GENE-17330955,402,175,202,250,459,688
XB-GENE-17330956,9,1,1,1,1,13
XB-GENE-17330961,123,88,93,87,190,191
XB-GENE-17330980,0,0,2,0,0,0
XB-GENE-17330995,0,0,0,1,2,2
XB-GENE-17331003,25,12,17,15,12,44
XB-GENE-17331006,593,279,217,315,382,248
XB-GENE-17331012,32,4,30,14,18,17
XB-GENE-17331043,582,347,624,251,491,731
XB-GENE-17331046,162,64,87,108,92,124
XB-GENE-17331052,143,87,122,78,117,160
XB-GENE-17331053,215,91,129,172,79,120
XB-GENE-17331094,79,42,59,49,67,93
XB-GENE-17331096,132,59,98,82,88,105
XB-GENE-17331110,291,118,216,259,225,385
XB-GENE-17331132,0,0,0,0,0,1
XB-GENE-17331154,148,85,164,119,183,256
XB-GENE-17331157,47,16,26,26,36,51
XB-GENE-17331162,0,0,0,0,0,2
XB-GENE-17331164,0,0,0,0,0,1
XB-GENE-17331178,172,75,96,98,133,203
XB-GENE-17331179,67,22,55,46,52,69
XB-GENE-17331195,29,12,16,16,21,24
XB-GENE-17331197,2,1,1,3,1,2
XB-GENE-17331201,3,4,2,3,1,5
XB-GENE-17331209,350,615,585,176,1393,1433
XB-GENE-17331231,227,133,171,143,201,411
XB-GENE-17331243,96,38,44,65,47,68
XB-GENE-17331244,559,308,454,358,535,702
XB-GENE-17331273,4,4,1,0,1,0
XB-GENE-17331291,374,154,229,262,325,413
XB-GENE-17331300,222,123,184,168,120,207
XB-GENE-17331304,19,17,15,19,14,14
XB-GENE-17331306,68,37,53,45,64,86
XB-GENE-17331319,0,0,0,0,0,1
XB-GENE-17331320,264,84,139,157,158,255
XB-GENE-17331329,48,23,37,22,43,44
XB-GENE-17331345,40,24,28,33,36,43
XB-GENE-17331347,971,368,476,634,481,686
XB-GENE-17331355,456,182,259,298,342,591
XB-GENE-17331362,22,0,6,10,6,19
XB-GENE-17331373,1,0,0,0,1,3
XB-GENE-17331389,0,0,0,0,0,2
XB-GENE-17331414,224,78,118,112,113,228
XB-GENE-17331419,45,32,12,14,40,43
XB-GENE-17331446,3531,1629,2599,2574,2783,4357
XB-GENE-17331460,104,32,86,111,115,296
XB-GENE-17331476,0,2,1,2,6,5
XB-GENE-17331478,146,68,103,84,111,156
XB-GENE-17331494,2340,1367,1545,1862,2144,2905
XB-GENE-17331499,1004,540,803,671,644,982
XB-GENE-17331504,3194,1349,1803,2606,2441,3479
XB-GENE-17331508,30,18,17,36,33,52
XB-GENE-17331520,18,2,2,4,15,7
XB-GENE-17331529,22,9,15,10,12,16
XB-GENE-17331536,0,0,1,22,3,22
XB-GENE-17331540,323,147,282,178,287,270
XB-GENE-17331542,496,286,332,389,461,487
XB-GENE-17331594,995,459,762,677,736,1871
XB-GENE-17331601,129,61,98,80,112,147
XB-GENE-17331604,132,72,135,74,102,178
XB-GENE-17331609,6,2,7,7,5,6
XB-GENE-17331621,0,0,0,0,0,0
XB-GENE-17331648,154,112,134,103,135,194
XB-GENE-17331668,484,280,366,363,367,562
XB-GENE-17331691,181,69,122,111,143,199
XB-GENE-17331692,6,6,7,9,8,18
XB-GENE-17331698,325,169,216,222,272,400
XB-GENE-17331699,270,126,123,162,175,232
XB-GENE-17331708,5529,3887,4445,3870,4928,6543
XB-GENE-17331711,1731,660,946,1443,1322,1982
XB-GENE-17331717,28,17,20,12,17,24
XB-GENE-17331720,399,126,144,247,166,178
XB-GENE-17331725,177,141,157,131,155,225
XB-GENE-17331729,190,111,121,163,161,219
XB-GENE-17331731,0,2,3,4,0,4
XB-GENE-17331739,115,65,95,81,101,146
XB-GENE-17331748,162,74,131,83,141,280
XB-GENE-17331753,736,421,463,465,550,671
XB-GENE-17331756,63,41,55,36,36,102
XB-GENE-17331762,32,17,27,21,27,38
XB-GENE-17331772,1,0,0,0,0,1
XB-GENE-17331779,822,402,440,626,629,873
XB-GENE-17331781,153,95,150,111,157,274
XB-GENE-17331783,280,138,171,175,196,254
XB-GENE-17331789,142,101,131,112,124,199
XB-GENE-17331791,8074,2915,2476,4112,4597,3904
XB-GENE-17331796,10944,3772,4277,5582,5216,6284
XB-GENE-17331797,12,30,387,9,19,241
XB-GENE-17331799,175,90,124,118,109,174
XB-GENE-17331810,231,151,97,153,145,94
XB-GENE-17331872,161,102,149,97,134,189
XB-GENE-17331875,163,91,124,125,115,166
XB-GENE-17331887,47,22,29,33,46,56
XB-GENE-17331898,851,311,418,511,576,751
XB-GENE-17331903,13,6,8,21,5,14
XB-GENE-17331981,952,596,605,683,744,888
XB-GENE-17331987,2118,1946,3344,2096,3286,7435
XB-GENE-17331993,10,6,6,6,7,9
XB-GENE-17332011,189,83,116,82,140,168
XB-GENE-17332013,117,80,72,60,82,86
XB-GENE-17332019,10,1,6,6,4,8
XB-GENE-17332038,236,164,206,177,239,324
XB-GENE-17332044,0,0,2,0,0,2
XB-GENE-17332047,2,2,3,2,6,9
XB-GENE-17332048,8258,3177,3420,5181,4834,5566
XB-GENE-17332068,82,42,39,32,55,64
XB-GENE-17332072,0,0,0,0,0,1
XB-GENE-17332075,1288,499,518,757,714,990
XB-GENE-17332095,531,351,444,388,456,749
XB-GENE-17332105,0,0,0,0,2,0
XB-GENE-17332106,116,63,80,82,93,120
XB-GENE-17332107,218,119,154,118,141,198
XB-GENE-17332114,26,14,14,17,16,42
XB-GENE-17332120,35,8,15,16,11,25
XB-GENE-17332128,161,59,87,95,63,110
XB-GENE-17332139,218,159,199,134,202,237
XB-GENE-17332140,317,171,241,207,243,374
XB-GENE-17332144,192,84,99,105,116,165
XB-GENE-17332148,0,1,0,1,0,8
XB-GENE-17332152,116,41,67,68,76,147
XB-GENE-17332160,1,1,2,0,1,3
XB-GENE-17332177,107,43,83,69,57,120
XB-GENE-17332181,0,0,0,0,0,0
